HSHEET,YEAR,Longitude (Geographic NAD83),Latitude (Geographic NAD83),Longitude (UTM NAD83),Latitude (UTM NAD83),Historical sounding (Mean lower low water),LiDAR elevation (Mean lower low water),Difference = LiDAR - Historical
H08682,1962,156.40432W,20.92039N,769978.422,2315521.264,-2.4747,-3.103999853,-0.629299853
H08682,1962,156.40662W,20.92141N,769737.0274,2315631.135,-5.5747,-6.688000202,-1.113300202
H08682,1962,156.37443W,20.93119N,773068.5851,2316768.977,-6.2747,-6.928999901,-0.654299901
H08682,1962,156.37284W,20.93443N,773228.2697,2317129.885,-13.0747,-13.09800053,-0.023300526
H08682,1962,156.41849W,20.91790N,768507.8625,2315221.892,-9.5747,-9.979000092,-0.404300092
H08682,1962,156.42140W,20.91774N,768205.1041,2315199.739,-4.9747,-5.074000359,-0.099300359
H08682,1962,156.41452W,20.92201N,768913.9655,2315684.204,-5.3747,-5.835000038,-0.460300038
H08682,1962,156.41285W,20.92072N,769089.7497,2315543.683,-6.4747,-8.194999695,-1.720299695
H08682,1962,156.41974W,20.91331N,768385.6355,2314712.199,-4.0747,-1.31400013,2.76069987
H08682,1962,156.34375W,20.94327N,776239.6702,2318159.481,-19.8747,-21.62700081,-1.752300809
H08682,1962,156.39323W,20.91801N,771135.8323,2315277.032,-2.6747,-4.474999905,-1.800299905
H08682,1962,156.38439W,20.92490N,772043.6545,2316054.476,-5.3747,-5.863999844,-0.489299844
H08682,1962,156.38223W,20.92550N,772267.1262,2316125.151,-6.9747,-8.539999962,-1.565299962
H08682,1962,156.38748W,20.93141N,771710.3513,2316770.269,-19.4747,-20.12000084,-0.645300839
H08682,1962,156.32206W,20.95129N,778480.7801,2319085.251,-15.4747,-21.78000069,-6.305300687
H08682,1962,156.29620W,20.94361N,781186.2612,2318279.252,-2.9747,-2.639999866,0.334700134
H08682,1962,156.38084W,20.92915N,772405.1611,2316532.114,-5.7747,-6.400000095,-0.625300095
H08682,1962,156.35353W,20.94150N,775224.3563,2317946.131,-16.8747,-16.93799973,-0.063299725
H08682,1962,156.34562W,20.94036N,776050.2299,2317833.715,-7.3747,-7.316999912,0.057700088
H08682,1962,156.39596W,20.92086N,770847.449,2315587.424,-4.2747,-6.524000168,-2.249300168
H08682,1962,156.36545W,20.93608N,773994.9571,2317326.051,-9.3747,-10.24600029,-0.87130029
H08682,1962,156.41843W,20.92209N,768506.4182,2315686.61,-8.4747,-7.254000187,1.220699813
H08682,1962,156.39358W,20.91845N,771099.5572,2315324.967,-3.8747,-6.599999905,-2.725299905
H08682,1962,156.39925W,20.92628N,770495.222,2316183.057,-12.8747,-13.69099998,-0.816299985
H08682,1962,156.40596W,20.91893N,769810.3571,2315357.794,-4.9747,-5.184999943,-0.210299943
H08682,1962,156.40480W,20.91707N,769933.9952,2315153.401,-7.9747,-8.206000328,-0.231300328
H08682,1962,156.42061W,20.92046N,768282.4695,2315502.317,-9.9747,-10.35300064,-0.378300641
H08682,1962,156.37760W,20.93127N,772739.2091,2316771.894,-10.4747,-12.59800053,-2.123300526
H08682,1962,156.37927W,20.93049N,772566.1202,2316682.426,-10.4747,-13.0350008,-2.560300801
H08682,1962,156.41595W,20.91596N,768775.9668,2315010.955,-9.5747,-8.428999901,1.145700099
H08682,1962,156.41389W,20.92319N,768976.891,2315816.277,-7.7747,-8.416000366,-0.641300366
H08682,1962,156.41559W,20.92079N,768804.7916,2315547.618,-5.3747,-5.774000168,-0.399300168
H08682,1962,156.37240W,20.93352N,773275.9043,2317030.513,-8.6747,-9.518000603,-0.843300603
H08682,1962,156.41493W,20.91261N,768887.6709,2314642.068,-3.1747,-1.718999743,1.455700257
H08682,1962,156.41069W,20.91865N,769318.2229,2315318.378,-6.8747,-7.480000019,-0.605300019
H08682,1962,156.40904W,20.91632N,769493.6845,2315062.971,-7.5747,-8.183000565,-0.608300565
H08682,1962,156.40918W,20.91552N,769480.6471,2314974.353,-7.7747,-8.604000092,-0.829300092
H08682,1962,156.36147W,20.93834N,774403.9483,2317582.391,-11.0747,-11.41900063,-0.344300626
H08682,1962,156.40109W,20.92428N,770307.1327,2315958.544,-10.1747,-11.47599983,-1.301299832
H08682,1962,156.38237W,20.92446N,772255.1723,2316009.404,-5.3747,-8.460000038,-3.085300038
H08682,1962,156.35771W,20.93864N,774795.2649,2317622.298,-9.3747,-9.68599987,-0.31129987
H08682,1962,156.38788W,20.93043N,771670.2803,2316661.598,-13.7747,-14.68000031,-0.905300305
H08682,1962,156.38883W,20.93048N,771571.6418,2316665.862,-14.1747,-15.96700001,-1.792300008
H08682,1962,156.39985W,20.92502N,770434.6332,2316042.483,-11.3747,-11.31500053,0.059699466
H08682,1962,156.38930W,20.93010N,771523.1098,2316622.861,-13.5747,-22.42300034,-8.848300336
H08682,1962,156.35041W,20.94101N,775549.9982,2317897.449,-8.0747,-8.961999893,-0.887299893
H08682,1962,156.39254W,20.92840N,771189.9614,2316429.1,-10.4747,-9.829000473,0.645699527
H08682,1962,156.36156W,20.93913N,774393.8744,2317669.527,-15.4747,-16.79899979,-1.324299786
H08682,1962,156.39464W,20.92072N,770984.9507,2315574.812,-4.6747,-5.972000122,-1.297300122
H08682,1962,156.39205W,20.91897N,771257.9383,2315385.595,-4.4747,-4.785999775,-0.311299775
H08682,1962,156.38191W,20.92940N,772294.0025,2316557.22,-8.4747,-8.229000092,0.245699908
H08682,1962,156.40018W,20.91441N,770419.6668,2314866.243,-2.7747,-1.645999789,1.128700211
H08682,1962,156.39148W,20.92561N,771304.6736,2316121.538,-7.7747,-4.980999947,2.793700053
H08682,1962,156.39185W,20.92552N,771266.2346,2316110.609,-5.3747,-6.048999786,-0.674299786
H08682,1962,156.38643W,20.92023N,771839.5879,2315533.992,-8.8747,-9.039999962,-0.165299962
H08682,1962,156.38250W,20.92102N,772247.0319,2315628.16,-5.5747,-6.541999817,-0.967299817
H08682,1962,156.38848W,20.92392N,771619.9099,2315939.218,-7.3747,-8.341000557,-0.966300557
H08682,1962,156.38877W,20.92564N,771586.9411,2316129.235,-3.5747,-0.994999766,2.579700234
H08682,1962,156.38945W,20.92637N,771514.6474,2316209.376,-4.0747,-3.898000002,0.176699998
H08682,1962,156.37903W,20.92720N,772597.1568,2316318.44,-0.9747,-2.47699976,-1.50229976
H08682,1962,156.40004W,20.92159N,770421.4367,2315662.382,-2.4747,-3.701999903,-1.227299903
H08682,1962,156.41171W,20.92603N,769198.986,2316134.048,-14.1747,-14.42000008,-0.245300076
H08682,1962,156.41027W,20.92114N,769357.1675,2315594.641,-4.8747,-5.650000095,-0.775300095
H08682,1962,156.42179W,20.92352N,768154.642,2315839.261,-5.7747,-7.929000378,-2.154300378
H08682,1962,156.41440W,20.92102N,768927.498,2315574.412,-4.6747,-5.338999748,-0.664299748
H08682,1962,156.41049W,20.91473N,769346.3511,2314884.996,-8.2747,-8.657000542,-0.382300542
H08682,1962,156.40737W,20.91508N,769670.0025,2314928.778,-7.9747,-8.107999802,-0.133299802
H08682,1962,156.34426W,20.94223N,776188.1029,2318043.07,-14.6747,-16.10400009,-1.429300092
H08682,1962,156.35196W,20.94224N,775386.78,2318030.801,-14.1747,-15.03999996,-0.865299962
H08682,1962,156.35543W,20.93778N,775033.8654,2317531.399,-6.6747,-5.117000103,1.557699897
H08682,1962,156.35712W,20.93807N,774857.7038,2317559.845,-7.1747,-7.52699995,-0.35229995
H08682,1962,156.35882W,20.93870N,774679.5494,2317627.149,-11.3747,-13.25900078,-1.884300778
H08682,1962,156.38676W,20.93054N,771787.3514,2316675.914,-11.9747,-13.27700043,-1.302300427
H08682,1962,156.39727W,20.92369N,770705.6063,2315899.534,-5.7747,-5.360000134,0.414699866
H08682,1962,156.41174W,20.91606N,769213.6869,2315029.867,-3.5747,-4.869999886,-1.295299886
H08682,1962,156.35360W,20.94062N,775219.0935,2317848.881,-11.5747,-12.52900028,-0.954300282
H08682,1962,156.34847W,20.94026N,775753.4423,2317817.832,-6.0747,-6.124000072,-0.049300072
H08682,1962,156.34429W,20.94071N,776187.557,2317875.101,-7.5747,-7.984000206,-0.409300206
H08682,1962,156.39348W,20.91998N,771107.003,2315494.481,-5.3747,-5.765999794,-0.391299794
H08682,1962,156.39382W,20.92197N,771068.3435,2315714.762,-4.0747,-4.763000011,-0.688300011
H08682,1962,156.38331W,20.93110N,772145.1417,2316743.128,-11.7747,-12.43800068,-0.663300679
H08682,1962,156.40271W,20.91465N,770155.6351,2314888.333,-2.2747,-2.798999786,-0.524299786
H08682,1962,156.39853W,20.91414N,770592.1732,2314839.35,-3.5747,-3.639999866,-0.065299866
H08682,1962,156.39249W,20.92254N,771205.5257,2315779.366,-1.6747,-3.178999901,-1.504299901
H08682,1962,156.38809W,20.92067N,771666.8713,2315580.367,-8.8747,-9.723999977,-0.849299977
H08682,1962,156.38397W,20.91829N,772099.6158,2315323.193,-3.7747,-3.777999878,-0.003299878
H08682,1962,156.29240W,20.94337N,781582.6369,2318259.468,-7.9747,-8.970000267,-0.995300267
H08682,1962,156.34632W,20.94199N,775974.4052,2318012.828,-12.8747,-13.14000034,-0.265300343
H08682,1962,156.33844W,20.94125N,776796.006,2317945.026,-11.2747,-14.35900021,-3.084300206
H08682,1962,156.38508W,20.92174N,771977.3429,2315703.859,-6.8747,-6.288000107,0.586699893
H08682,1962,156.38833W,20.92502N,771633.4233,2316061.747,-6.2747,-6.048999786,0.225700214
H08682,1962,156.42098W,20.92810N,768230.5642,2316347.765,-13.2747,-14.34000111,-1.065301106
H08682,1962,156.41698W,20.92708N,768648.416,2316240.939,-10.4747,-11.13000011,-0.655300114
H08682,1962,156.39982W,20.92251N,770442.7859,2315764.43,-4.2747,-4.592999935,-0.318299935
H08682,1962,156.40542W,20.91804N,769867.4275,2315259.564,-7.1747,-7.748000145,-0.573300145
H08682,1962,156.42098W,20.92358N,768239.0288,2315847.487,-6.8747,-7.346000195,-0.471300195
H08682,1962,156.42291W,20.92021N,768044.1998,2315470.457,-8.8747,-9.718000412,-0.843300412
H08682,1962,156.37621W,20.93409N,772878.2103,2317086.925,-18.1747,-19.71199989,-1.537299893
H08682,1962,156.41689W,20.91721N,768675.172,2315148.698,-10.1747,-10.8579998,-0.683299802
H08682,1962,156.41589W,20.92287N,768769.7648,2315776.933,-5.9747,-6.304999828,-0.330299828
H08682,1962,156.41763W,20.92286N,768588.5112,2315772.683,-5.3747,-5.850000381,-0.475300381
H08682,1962,156.41225W,20.92094N,769151.7979,2315568.836,-7.1747,-6.473999977,0.700700023
H08682,1962,156.41471W,20.91882N,768899.3662,2315330.786,-4.9747,-7.389999866,-2.415299866
H08682,1962,156.41162W,20.91931N,769220.6898,2315389.257,-7.7747,-8.86000061,-1.08530061
H08682,1962,156.41371W,20.91446N,769011.6485,2314848.687,-7.7747,-8.459000587,-0.684300587
H08682,1962,156.35192W,20.93968N,775395.7387,2317746.992,-7.1747,-7.968999863,-0.794299863
H08682,1962,156.36242W,20.93627N,774309.1724,2317352.16,-7.7747,-8.052000046,-0.277300046
H08682,1962,156.40742W,20.91316N,769668.4445,2314716.045,-5.1747,-5.900000095,-0.725300095
H08682,1962,156.35058W,20.94272N,775529.173,2318086.778,-19.8747,-20.54199982,-0.667299817
H08682,1962,156.35149W,20.94138N,775437.2538,2317936.688,-11.0747,-11.39700031,-0.322300313
H08682,1962,156.38954W,20.92917N,771499.8134,2316519.45,-9.9747,-10.37100029,-0.39630029
H08682,1962,156.29108W,20.94383N,781718.7117,2318312.735,-8.0747,-9.090000153,-1.015300153
H08682,1962,156.29004W,20.94420N,781825.8097,2318356.095,-6.9747,-8.522000313,-1.547300313
H08682,1962,156.38420W,20.92888N,772056.0248,2316495.614,-9.1747,-9.284000397,-0.109300397
H08682,1962,156.38398W,20.93190N,772073.5623,2316830.479,-18.8747,-18.83500099,0.039699008
H08682,1962,156.29314W,20.94265N,781506.1553,2318178.18,-4.0747,-5.140999794,-1.066299794
H08682,1962,156.37605W,20.92731N,772906.8361,2316336.579,-5.3747,-6.178999901,-0.804299901
H08682,1962,156.41699W,20.92283N,768655.3686,2315770.658,-5.5747,-6.447999954,-0.873299954
H08682,1962,156.42001W,20.92601N,768334.9223,2316117.35,-11.7747,-11.50700092,0.267699077
H08682,1962,156.42056W,20.92889N,768272.5553,2316435.517,-16.1747,-19.33800125,-3.163301251
H08682,1962,156.39924W,20.92076N,770505.7658,2315571.576,-6.6747,-6.758999825,-0.084299825
H08682,1962,156.40719W,20.92425N,769672.5171,2315944.945,-11.9747,-14.10800076,-2.133300755
H08682,1962,156.41401W,20.92596N,768959.4621,2316122.428,-12.4747,-11.59800053,0.876699474
H08682,1962,156.41297W,20.92688N,769066.0342,2316226.402,-15.4747,-14.67500019,0.799699809
H08682,1962,156.33376W,20.94364N,777277.9486,2318217.724,-3.5747,-8.098000526,-4.523300526
H08682,1962,156.32987W,20.94509N,777680.6571,2318385.193,-5.1747,-6.709000111,-1.534300111
H08682,1962,156.40952W,20.92041N,769437.1418,2315515.281,-3.7747,-4.373000145,-0.598300145
H08682,1962,156.37821W,20.92980N,772677.6687,2316608.028,-7.1747,-8.13599968,-0.96129968
H08682,1962,156.37526W,20.93247N,772979.7998,2316908.779,-10.1747,-10.41400051,-0.239300511
H08682,1962,156.37588W,20.93205N,772915.9311,2316861.866,-9.5747,-10.34899998,-0.774299977
H08682,1962,156.40693W,20.92161N,769703.8965,2315652.314,-6.9747,-7.125,-0.1503
H08682,1962,156.42236W,20.91780N,768105.2081,2315204.226,-3.7747,-4.103000164,-0.328300164
H08682,1962,156.41478W,20.92399N,768883.2729,2315902.842,-8.4747,-8.791999817,-0.317299817
H08682,1962,156.41058W,20.92247N,769323.1445,2315741.99,-5.3747,-5.732999802,-0.358299802
H08682,1962,156.41972W,20.91441N,768385.8629,2314833.955,-8.0747,-1.639000177,6.435699823
H08682,1962,156.37157W,20.93414N,773360.9407,2317100.375,-11.0747,-12.2130003,-1.138300298
H08682,1962,156.36902W,20.93333N,773628.3947,2317014.25,-4.6747,-4.748000145,-0.073300145
H08682,1962,156.41236W,20.92012N,769141.499,2315478.158,-6.0747,-7.339000225,-1.264300225
H08682,1962,156.41382W,20.91916N,768991.4892,2315369.384,-5.3747,-6.282999992,-0.908299992
H08682,1962,156.36047W,20.93536N,774514.1646,2317254.273,-3.5747,-3.955999851,-0.381299851
H08682,1962,156.35295W,20.94176N,775284.229,2317976.037,-14.3747,-14.71000004,-0.335300038
H08682,1962,156.32137W,20.95057N,778554.6428,2319006.272,-12.6747,-16.9090004,-4.234300397
H08682,1962,156.39750W,20.92478N,770679.4162,2316018.869,-7.7747,-7.375999928,0.398700072
H08682,1962,156.39626W,20.92455N,770808.8588,2315995.933,-1.6747,-4.099999905,-2.425299905
H08682,1962,156.38248W,20.92872N,772236.0228,2316480.937,-6.6747,-7.639999866,-0.965299866
H08682,1962,156.41302W,20.91550N,769081.6869,2314965.919,-7.3747,-7.930000305,-0.555300305
H08682,1962,156.35540W,20.93942N,775033.7805,2317713.094,-9.3747,-10.18900013,-0.81430013
H08682,1962,156.35045W,20.94059N,775547.3394,2317850.54,-4.8747,-7.787000179,-2.912300179
H08682,1962,156.35088W,20.94037N,775502.5832,2317825.426,-7.5747,-8.354000092,-0.779300092
H08682,1962,156.34600W,20.94189N,776008.0973,2318002.085,-13.4747,-13.12800026,0.346699741
H08682,1962,156.34558W,20.94158N,776051.5341,2317968.57,-10.4747,-12.27600002,-1.801300023
H08682,1962,156.39064W,20.92911N,771386.4008,2316510.513,-10.2747,-10.61600018,-0.341300176
H08682,1962,156.40308W,20.91582N,770115.2291,2315017.963,-4.9747,-5.495999813,-0.521299813
H08682,1962,156.39128W,20.92935N,771319.376,2316535.678,-12.4747,-12.2300005,0.244699504
H08682,1962,156.38834W,20.92162N,771638.9278,2315685.492,-7.9747,-7.638000011,0.336699989
H08682,1962,156.39199W,20.91848N,771264.9663,2315331.091,-3.5747,-4.265999794,-0.691299794
H08682,1962,156.34800W,20.94129N,775800.9828,2317932.512,-9.3747,-9.657000542,-0.282300542
H08682,1962,156.38564W,20.92554N,771912.3115,2316123.57,-2.6747,-3.868999958,-1.194299958
H08682,1962,156.37860W,20.92334N,772649.6223,2315891.655,-3.7747,-5.225999832,-1.451299832
H08682,1962,156.37943W,20.92319N,772563.4081,2315874.181,-5.3747,-6.730000019,-1.355300019
H08682,1962,156.41379W,20.91516N,769001.6442,2314926.851,-8.8747,-8.305000305,0.569699695
H08682,1962,156.41723W,20.92579N,768625.2218,2316097.763,-10.6747,-11.51200008,-0.837300084
H08682,1962,156.41612W,20.92573N,768740.1047,2316093.078,-10.1747,-10.56500053,-0.390300534
H08682,1962,156.39397W,20.91773N,771060.1544,2315245.114,-2.6747,-4.605999947,-1.931299947
H08682,1962,156.40296W,20.92289N,770114.8326,2315800.881,-7.9747,-8.11400032,-0.13930032
H08682,1962,156.42086W,20.92451N,768249.6634,2315949.912,-8.6747,-8.884000778,-0.209300778
H08682,1962,156.42131W,20.92180N,768207.4415,2315649.893,-7.1747,-6.353000164,0.821699836
H08682,1962,156.40479W,20.91872N,769931.8811,2315335.498,-5.1747,-5.659999847,-0.485299847
H08682,1962,156.38159W,20.93094N,772323.9963,2316728.213,-13.0747,-12.0890007,0.985699298
H08682,1962,156.29915W,20.94218N,780882.3817,2318116.02,-7.5747,-7.755000114,-0.180300114
H08682,1962,156.40582W,20.92173N,769819.3922,2315667.919,-6.6747,-6.852000237,-0.177300237
H08682,1962,156.40957W,20.92202N,769429.1583,2315693.738,-4.0747,-4.889999866,-0.815299866
H08682,1962,156.41006W,20.92304N,769375.8243,2315805.767,-5.9747,-6.532000065,-0.557300065
H08682,1962,156.41744W,20.91807N,768616.6228,2315242.255,-9.7747,-10.21399975,-0.439299748
H08682,1962,156.41247W,20.92310N,769125.0433,2315807.7,-7.9747,-8.536000252,-0.561300252
H08682,1962,156.37110W,20.93377N,773410.4209,2317059.863,-7.7747,-8.767000198,-0.992300198
H08682,1962,156.37089W,20.93224N,773435.7795,2316890.882,-4.0747,-4.914999962,-0.840299962
H08682,1962,156.41022W,20.91822N,769368.0101,2315271.322,-8.0747,-8.76099968,-0.68629968
H08682,1962,156.40996W,20.91680N,769397.189,2315114.589,-5.9747,-6.037000179,-0.062300179
H08682,1962,156.41276W,20.91787N,769103.7794,2315228.947,-7.7747,-8.558000565,-0.783300565
H08682,1962,156.40931W,20.91469N,769469.2384,2314881.552,-7.7747,-8.62100029,-0.84630029
H08682,1962,156.39927W,20.91793N,770507.6216,2315258.191,-6.6747,-6.820000172,-0.145300172
H08682,1962,156.35022W,20.94153N,775569.4362,2317955.603,-10.2747,-10.36900043,-0.094300435
H08682,1962,156.38169W,20.92419N,772326.4195,2315980.876,-7.3747,-8.18200016,-0.80730016
H08682,1962,156.37961W,20.92250N,772545.0878,2315797.77,-5.3747,-5.992000103,-0.617300103
H08682,1962,156.37886W,20.92921N,772611.0936,2316541.906,-4.2747,-5.399000168,-1.124300168
H08682,1962,156.38328W,20.92884N,772152.456,2316492.756,-7.9747,-8.736000061,-0.761300061
H08682,1962,156.35258W,20.93929N,775327.8756,2317702.994,-6.4747,-7.261000156,-0.786300156
H08682,1962,156.38949W,20.92834N,771506.7181,2316427.83,-7.5747,-7.948999882,-0.374299882
H08682,1962,156.39115W,20.92895N,771333.3017,2316492.255,-11.7747,-13.57000065,-1.795300649
H08682,1962,156.39597W,20.91998N,770847.783,2315489.937,-6.2747,-6.490000248,-0.215300248
H08682,1962,156.38449W,20.92961N,772024.7219,2316576.864,-10.4747,-10.02200031,0.452699687
H08682,1962,156.40437W,20.91540N,769981.3156,2314969.486,-3.8747,-4.788000107,-0.913300107
H08682,1962,156.39487W,20.92813N,770947.4769,2316394.802,-11.9747,-16.42300034,-4.448300336
H08682,1962,156.39375W,20.92601N,771067.952,2316161.449,-7.7747,-9.628000259,-1.853300259
H08682,1962,156.34872W,20.94180N,775724.3941,2317988.191,-10.4747,-12.92300034,-2.448300336
H08682,1962,156.38677W,20.91975N,771805.1654,2315480.917,-9.1747,-9.102000237,0.072699763
H08682,1962,156.38655W,20.92460N,771820.0322,2316018.479,-7.7747,-7.740000248,0.034699752
H08682,1962,156.38924W,20.92610N,771537.0967,2316179.497,-3.8747,-3.9599998,-0.0852998
H08682,1962,156.42266W,20.92640N,768058.5739,2316156.222,-11.9747,-12.68200111,-0.707301114
H08682,1962,156.41852W,20.92299N,768495.8604,2315786.368,-5.3747,-5.420000076,-0.045300076
H08682,1962,156.39566W,20.91524N,770888.6567,2314966.469,-3.8747,-4.019999981,-0.145299981
H08682,1962,156.39716W,20.91700N,770729.3911,2315158.868,-5.7747,-5.588999748,0.185700252
H08682,1962,156.39769W,20.91958N,770669.7136,2315443.064,-6.9747,-7.570000172,-0.595300172
H08682,1962,156.40119W,20.92002N,770304.3849,2315485.886,-6.6747,-5.989999771,0.684700229
H08682,1962,156.40489W,20.92197N,769915.5288,2315696.285,-7.7747,-7.209000111,0.565699889
H08682,1962,156.41370W,20.92823N,768987.8705,2316374.479,-19.4747,-20.3730011,-0.898301099
H08682,1962,156.42108W,20.92091N,768232.8731,2315550.707,-6.8747,-7.249000549,-0.374300549
H08682,1962,156.41966W,20.92071N,768381.5098,2315531.495,-6.0747,-7.004000187,-0.929300187
H08682,1962,156.37435W,20.93209N,773075.3843,2316868.577,-8.0747,-8.626999855,-0.552299855
H08682,1962,156.37523W,20.93517N,772978.9507,2317208.448,-19.2747,-20.44000053,-1.165300534
H08682,1962,156.40585W,20.92261N,769814.706,2315764.559,-12.1747,-12.07900047,0.095699527
H08682,1962,156.40965W,20.92427N,769416.4051,2315941.913,-9.7747,-10.78200054,-1.007300542
H08682,1962,156.41491W,20.92494N,768867.729,2316008.28,-9.7747,-9.982000351,-0.207300351
H08682,1962,156.42462W,20.91510N,767874.6073,2314901.958,-3.1747,-3.275000095,-0.100300095
H08682,1962,156.37116W,20.93219N,773407.6707,2316884.882,-4.6747,-4.874000072,-0.199300072
H08682,1962,156.31552W,20.94525N,779173.0922,2318427.647,-5.5747,-6.311999798,-0.737299798
